id,Station Name,Address_1,Address  2,City,State,Postal Code,No. of Ports,Pricing Policy,Usage Access,Category,Subcategory,Port 1: Connector Type,Voltage (V),Port 2: Connector Type,New Georeferenced Column,Pricing ,Power Select
1,AISD / AKINS1,10701 S 1st St.,,Austin,Texas,78748,2,,All Drivers,Education,High School / Other,J1772,240V,J1772,"10701 S 1st St.
Austin, Texas 3637
(30.148788993, -97.800974966)",,40A
2,AMD GO GREEN / P100 FL2 LEFT,7171 Southwest Pkwy,,Austin,Texas,78735,2,,AMD Lone Star,Workplace,High-Tech,J1772,240V,J1772,"7171 Southwest Pkwy
Austin, Texas 3251
(30.251202984, -97.863350994)",,40A
3,PIE AE / PUBACCHIGHLAND1,5930 Middle Fiskville Rd,,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"5930 Middle Fiskville Rd
Austin, Texas 3641
(30.322711012, -97.712367018)",$4.17/month PIE members $2/hr Non-Members,40A
4,ACC / AE HLC GAR 1F7,6018 WILHELMINA DELCO DR,,Austin,Texas,78752,2,,All Drivers,Education,University / College,J1772,240V,J1772,"6018 WILHELMINA DELCO DR
Austin, Texas 3641
(30.3166, -97.6575)",,40A
5,RIATA' / WOODTRAIL,5700 Tapadera Trace Ln,,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"5700 Tapadera Trace Ln
Austin, Texas 3243
(30.430362979, -97.742072985)",$4.17/month PIE members $2/hr Non-Members,40A
6,FOUNDATION COMM / JORDAN2,2724 Philomena St,,Austin,Texas,78723,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"2724 Philomena St
Austin, Texas 3239
(30.299243988, -97.694802991)",,40A
7,DSMCUT / EVSE07 FLOOR L1,501573 E 15th St,,Austin,Texas,78701,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"501573 E 15th St
Austin, Texas 2856
(30.275257241, -97.729358387)",,40A
8,NRP GROUP / DECKER 2,9000 Decker Ln,,Austin,Texas,78724,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"9000 Decker Ln
Austin, Texas 3240
(30.316931019, -97.615761979)",$4.17/month PIE members $2/hr Non-Members,40A
9,PIE AE / PUBDITTMAR1,1009 W Dittmar Rd,,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parks and Recreation,,J1772,240V,J1772,"1009 W Dittmar Rd
Austin, Texas 3637
(30.184661988, -97.802324033)",$4.17/month PIE members $2/hr Non-Members,40A
10,THE GROVE / MAIN STATION 1,3707 Manchaca Rd,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"3707 Manchaca Rd
Austin, Texas 2859
(30.236312994, -97.783641023)",$4.17/month PIE members $2/hr Non-Members,40A
11,STEINER RANCH / EV CHARGER #2,4800 Steiner Ranch Blvd,,Austin,Texas,78732,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"4800 Steiner Ranch Blvd
Austin, Texas 3248
(30.382748991, -97.873827032)",$4.17/month PIE members $2/hr Non-Members,40A
12,COA / LOT J NW,10200 Hotel Drive,,Austin,Texas,78719,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10200 Hotel Drive
Austin, Texas 2863
(30.205143291, -97.660903055)",,40A
13,BUILDING 7 EVCS / STATION1,909 Reinli St,,Austin,Texas,78751,2,,All Drivers,Multi-family Commercial,Condominium,J1772,240V,J1772,"909 Reinli St
Austin, Texas 3640
(30.319053987, -97.710345973)",,40A
14,AVIATION / 5TH FLOOR,3201 Presidential Blvd,,Austin,Texas,78719,2,,All Drivers,Parking,Airport,J1772,240V,J1772,"3201 Presidential Blvd
Austin, Texas 2863
(30.204258773, -97.670137162)",,40A
15,PIE AE / PALMER STATION1,800 Barton Springs Rd,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,"NEMA 5-20R, J1772",240V,"NEMA 5-20R, J1772","800 Barton Springs Rd
Austin, Texas 2859
(30.2592972, -97.752574566)",$4.17/month PIE members $2/hr Non-Members,40A
16,PIE AE / PUB UTPICKLE1,10100 Burnet Rd,J. J. Pickle Research Campus,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"10100 Burnet Rd
Austin, Texas 3646
(30.387576004, -97.727587967)",$4.17/month PIE members $2/hr Non-Members,40A
17,W1 / W 1,4100 Jackson Ave,,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"4100 Jackson Ave
Austin, Texas 3247
(30.316046016, -97.755586038)",$4.17/month PIE members $2/hr Non-Members,40A
18,THE BOWIE / STATION 02,311 Bowie St,,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,--,J1772,"311 Bowie St
Austin, Texas 2856
(30.269150986, -97.752987984)",$4.17/month PIE members $2/hr Non-Members,40A
19,MUELLER MARKET / MUELLER ST7,1801 E 51st St,,Austin,Texas,78723,1,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"1801 E 51st St
Austin, Texas 3239
(30.302518001, -97.69830604)",$4.17/month PIE members $2/hr Non-Members,40A
20,BRANDYWINE AUST / FOUR POINTS 01,11305 4 Points Dr,,Austin,Texas,78726,2,,All Drivers,Workplace,General,J1772,240V,J1772,"11305 4 Points Dr
Austin, Texas 3246
(30.404812005, -97.849887981)",,40A
21,RIATA' / THE ENCLAVE,12320 Alameda Trace Cir,,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"12320 Alameda Trace Cir
Austin, Texas 3243
(30.430448014, -97.748996018)",$4.17/month PIE members $2/hr Non-Members,40A
22,DCMC GARAGE 3 / LL #3,4900 Mueller Boulevard,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4900 Mueller Boulevard
Austin, Texas 3239
(30.303677009, -97.706609991)",,40A
23,CAPRIDGE PA / LAKEWOOD,7600b N Capital of Texas Hwy,,Austin,Texas,78731,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"7600b N Capital of Texas Hwy
Austin, Texas 3247
(30.375345005, -97.783085973)",,40A
24,TR DOMAIN 10 / COUSINS D10-5B,11815 Alterra Pkwy,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"11815 Alterra Pkwy
Austin, Texas 3646
(30.403614985, -97.718629976)",$4.17/month PIE members $2/hr Non-Members,40A
25,SALTILLO / BLOCK 1,901 E 5th St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"901 E 5th St
Austin, Texas 2857
(30.263742982, -97.732951966)",$4.17/month PIE members $2/hr Non-Members,40A
26,LAS CIMAS4 / LAS CIMAS #1,900 S Capital of Texas Hwy,,West Lake Hills,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"900 S Capital of Texas Hwy
West Lake Hills, Texas 3260
(30.287709986, -97.829497996)",$4.17/month PIE members $2/hr Non-Members,40A
27,CAPMETRO / EVSE 01,624 N Pleasant Valley Rd,,Austin,Texas,78702,2,,All Drivers,Municipal,Municipal Fleet,J1772,240V,J1772,"624 N Pleasant Valley Rd
Austin, Texas 2857
(30.258991993, -97.710528028)",,40A
28,AUSTIN / 400 - 1,400 W Cesar Chavez St,,Austin,Texas,78701,2,,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"400 W Cesar Chavez St
Austin, Texas 2856
(30.264998004, -97.748407022)",,40A
29,PIE AE / PUBGABLES 5TH 1,1611 W 5th St,,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"1611 W 5th St
Austin, Texas 2858
(30.274295001, -97.764683002)",$4.17/month PIE members $2/hr Non-Members,40A
30,PIE AE / PUBPEARSON CTR1,400 Center Ridge Dr,,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"400 Center Ridge Dr
Austin, Texas 3642
(30.416841, -97.663986002)",$4.17/month PIE members $2/hr Non-Members,40A
31,AUSTIN FC / EIGHT,10414 Mc Kalla Pl,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10414 Mc Kalla Pl
Austin, Texas 3646
(30.387724992, -97.719413013)",,40A
32,DCMC GARAGE 3 / LVL4 ELEVATOR,4910 Mueller Blvd,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4910 Mueller Blvd
Austin, Texas 3239
(30.302221994, -97.706071035)",,40A
33,ENDEAVOR REG / 901 E 6TH ST 5,901 E 6th St,,Austin,Texas,78702,2,,All Drivers,Workplace,General,J1772,240V,J1772,"901 E 6th St
Austin, Texas 2857
(30.265159984, -97.733481032)",,40A
34,INDEED TOWER / P7 CORE ST 1,200 W 6th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"200 W 6th St
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,
35,YETI RAMBLERS / EVSE #3,7601 Southwest Pkwy,,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Yeti Coolers,Workplace,General,J1772,240V,J1772,"7601 Southwest Pkwy
Austin, Texas 3251
(30.25580599, -97.872517024)",$4.17/month PIE members $2/hr Non-Members,40A
36,SALTILLO / BLOCK 3,1109 E 5th St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"1109 E 5th St
Austin, Texas 2857
(30.263500996, -97.731369966)",$4.17/month PIE members $2/hr Non-Members,40A
37,ROSCOE PROPERTI / MESH MAIN,2100 Elmont Dr,,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"2100 Elmont Dr
Austin, Texas 3256
(30.241486156, -97.725735802)",$4.17/month PIE members $2/hr Non-Members,40A
38,AUSTIN / AUSTIN 400 - 3,400 W Cesar Chavez St,,Austin,Texas,78701,2,,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"400 W Cesar Chavez St
Austin, Texas 2856
(30.264998004, -97.748407022)",,40A
39,NEXUS EAST / STATION 1,720 Airport Blvd,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"720 Airport Blvd
Austin, Texas 2857
(30.252853003, -97.693278993)",$4.17/month PIE members $2/hr Non-Members,40A
40,PIE AE / PUB LOCKHART 1,319 W Slaughter Ln,,Austin,Texas,78748,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"319 W Slaughter Ln
Austin, Texas 3637
(30.168584995, -97.795922019)",$4.17/month PIE members $2/hr Non-Members,40A
41,DSMCUT / EVSE06 FLOOR L2,501573 E 15th St,,Austin,Texas,78701,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"501573 E 15th St
Austin, Texas 2856
(30.275257241, -97.729358387)",,40A
42,AVIATION / AUS-WAREHOUSE 2,10100 Golfcourse Rd,,Austin,Texas,78719,2,,All Drivers,Municipal,Parks and Recreation (Public),J1772,240V,J1772,"10100 Golfcourse Rd
Austin, Texas 2863
(30.206619334, -97.652739264)",,40A
43,THE MEDVE GROUP / TURTLE-CREEK,5946 S 1st St,,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,--,J1772,"5946 S 1st St
Austin, Texas 3259
(30.204075414, -97.783769531)",$4.17/month PIE members $2/hr Non-Members,40A
44,AISD / CENTRAL OFFICE1,4000 S IH 35 Frontage Rd,,Austin,Texas,78704,2,,All Drivers,Education,High School / Other,J1772,240V,J1772,"4000 S IH 35 Frontage Rd
Austin, Texas 2859
(30.218614019, -97.753256959)",,40A
45,ENDEAVOR REG / ENDEAVOR STAT1,2021 East 5th St,,Austin,Texas,78702,2,,Tenant Only,Workplace,General,J1772,240V,J1772,"2021 East 5th St
Austin, Texas 2857
(30.259472989, -97.720214994)",,40A
46,ACC / AE HLC GAR 2F2,6018 WILHELMINA DELCO DR,,Austin,Texas,78752,2,,All Drivers,Education,University / College,J1772,240V,J1772,"6018 WILHELMINA DELCO DR
Austin, Texas 3641
(30.3166, -97.6575)",,40A
47,FOUNDATION COMM / JORDAN4,2724 Philomena St,,Austin,Texas,78723,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"2724 Philomena St
Austin, Texas 3239
(30.299243988, -97.694802991)",,40A
48,ROSCOE PROPERTI / VOLUME MAIN,1715 E 32nd St,,Austin,Texas,78722,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"1715 E 32nd St
Austin, Texas 2865
(30.286095003, -97.715503023)",$4.17/month PIE members $2/hr Non-Members,40A
49,PIE AE / PUBACCSOAUSTIN2,5517 Manchaca Rd,,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"5517 Manchaca Rd
Austin, Texas 3259
(30.215906999, -97.796698016)",$4.17/month PIE members $2/hr Non-Members,40A
50,PIE AE / RUTHERFORDCAMP1,8301 Cameron Rd,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"8301 Cameron Rd
Austin, Texas 3643
(30.337343007, -97.680257036)",$4.17/month PIE members $2/hr Non-Members,40A
51,INDEED TOWER / P7 SOUTH ST 1,200 W 6TH ST,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,--,J1772,"200 W 6TH ST
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,40A
52,BRANDYWINE AUST / FOUR POINTS 2,11120 4 Points Dr,,Austin,Texas,78726,2,,All Drivers,Workplace,General,J1772,240V,J1772,"11120 4 Points Dr
Austin, Texas 3242
(30.40539702, -97.848074975)",,40A
53,FOLIO / FOLIO 1,11900 Stonehollow Dr,,Austin,Texas,78758,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"11900 Stonehollow Dr
Austin, Texas 3646
(30.400678008, -97.705294032)",,40A
54,AUSTIN FC / TWO,10414 Mc Kalla Pl,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10414 Mc Kalla Pl
Austin, Texas 3646
(30.387724992, -97.719413013)",,40A
55,SIENNATHOMPSON / #1,501 Brazos St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"501 Brazos St
Austin, Texas 2856
(30.266868007, -97.741174026)",$4.17/month PIE members $2/hr Non-Members,40A
56,BOULDIN CREEK / 3,2043 S Lamar Blvd,,Austin,Texas,78704,2,,Tenant,Workplace,General,J1772,240V,J1772,"2043 S Lamar Blvd
Austin, Texas 2859
(30.248294002, -97.769373012)",,40A
57,PIE AE / MACC STATION 1,600 River St.,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Municipal,Municipal Workplace,J1772,240V,J1772,"600 River St.
Austin, Texas 2856
(30.25839298, -97.740327035)",$4.17/month PIE members $2/hr Non-Members,40A
58,PIE AE / PUBLIFEWORKSST1,835 N Pleasant Valley Rd,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,--,J1772,"835 N Pleasant Valley Rd
Austin, Texas 2857
(30.264893985, -97.707619005)",$4.17/month PIE members $2/hr Non-Members,40A
59,PIE AE / PUBACCRIVERSID2,1230 Grove Blvd,,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"1230 Grove Blvd
Austin, Texas 3256
(30.233870297, -97.705146499)",$4.17/month PIE members $2/hr Non-Members,40A
60,YAUPON / STATION 2,7750 US-290,,Austin,Texas,78736,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"7750 US-290
Austin, Texas 3252
(30.229061813, -97.885330632)",$4.17/month PIE members $2/hr Non-Members,40A
61,RAINEY STREET / MILLENNIUM-02,91 Rainey St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"91 Rainey St
Austin, Texas 2856
(30.260197017, -97.737995022)",$4.17/month PIE members $2/hr Non-Members,40A
62,AUSTIN FC / THREE,10414 Mc Kalla Pl,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10414 Mc Kalla Pl
Austin, Texas 3646
(30.387724992, -97.719413013)",,40A
63,PIE AE / MUELLERHQ P2-6,4815 Mueller Blvd,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"4815 Mueller Blvd
Austin, Texas 3239
(30.30156502, -97.704676035)",$4.17/month PIE members $2/hr Non-Members,
64,HANOVER / L6,110 San Antonio St,,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"110 San Antonio St
Austin, Texas 2856
(30.26531199, -97.749484013)",$4.17/month PIE members $2/hr Non-Members,40A
65,AVIATION / AUS-IT 1,3011 Employee Ave,,Austin,Texas,78719,2,,All Drivers,Municipal,Municipal Workplace,J1772,240V,J1772,"3011 Employee Ave
Austin, Texas 2863
(30.207164004, -97.66563598)",,40A
66,DCMC GARAGE 3 / L1 #11,4900 Mueller Boulevard,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4900 Mueller Boulevard
Austin, Texas 3239
(30.303677009, -97.706609991)",,40A
67,PALOMA RIDGE / PALOMA BDG C #7,13620 N FM 620,,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"13620 N FM 620
Austin, Texas 2862
(30.476522078, -97.77881028)",$4.17/month PIE members $2/hr Non-Members,40A
68,PRESIDIUM / ELEVATION,1911 Willow Creek Dr,,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"1911 Willow Creek Dr
Austin, Texas 3256
(30.233612009, -97.727195023)",$4.17/month PIE members $2/hr Non-Members,40A
69,ENDEAVOR REG / 901 E 6TH ST 2,901 E 6th St,,Austin,Texas,78702,2,,All Drivers,Workplace,General,J1772,240V,J1772,"901 E 6th St
Austin, Texas 2857
(30.265159984, -97.733481032)",,40A
70,DCMC GARAGE 3 / LVL2 ELEVATOR,4910 Mueller Blvd,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4910 Mueller Blvd
Austin, Texas 3239
(30.302221994, -97.706071035)",,40A
71,PALOMA RIDGE / PALOMA BDG C #3,13620 N FM 620,,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,--,J1772,"13620 N FM 620
Austin, Texas 2862
(30.476522078, -97.77881028)",$4.17/month PIE members $2/hr Non-Members,40A
72,CIELO CENTER / STATION 2,1250 S Capital of Texas Hwy,,Austin,Texas,78746,2,,All Drivers,Workplace,General,J1772,240V,J1772,"1250 S Capital of Texas Hwy
Austin, Texas 3260
(30.279993983, -97.822950975)",,40A
73,PIE AE / CITY HALL STAT2,400 W 2nd St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"400 W 2nd St
Austin, Texas 2856
(30.26591599, -97.748045008)",$4.17/month PIE members $2/hr Non-Members,40A
74,PIE AE / CITY HALL STAT1,400 W 2nd St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"400 W 2nd St
Austin, Texas 2856
(30.26591599, -97.748045008)",$4.17/month PIE members $2/hr Non-Members,40A
75,AUSTIN DOT / PDC EV #10,6310 Wilhelmina Delco Drive,,Austin,Texas,78752,2,,All Drivers,Workplace,General,J1772,240V,J1772,"6310 Wilhelmina Delco Drive
Austin, Texas 3641
(30.26759, -97.74299)",,40A
76,SALTILLO / BLOCK 2,1011 E 5th St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"1011 E 5th St
Austin, Texas 2857
(30.263641016, -97.732652984)",$4.17/month PIE members $2/hr Non-Members,40A
77,ACC-AE / RIO GRANDE GAR1,824 W 12th St,,Austin,Texas,78701,2,,All Drivers,Education,University / College,J1772,240V,J1772,"824 W 12th St
Austin, Texas 2856
(30.276627015, -97.749445037)",,40A
78,DCMC GARAGE 3 / LL #9,4900 Mueller Blvd,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4900 Mueller Blvd
Austin, Texas 3239
(30.303677009, -97.706609991)",,40A
79,AMBEROAKS-AE / AMBER 1,9001 Amberglen Blvd,,Austin,Texas,78729,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"9001 Amberglen Blvd
Austin, Texas 3245
(30.469329274, -97.766096358)",,40A
80,PALOMA RIDGE / PALOMA BDG C #8,13620 N FM 620,,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"13620 N FM 620
Austin, Texas 2862
(30.476522078, -97.77881028)",$4.17/month PIE members $2/hr Non-Members,40A
81,INDEED TOWER / B3-L,200 W 6th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"200 W 6th St
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,40A
82,WHITLEY MAIN / PIE-M WHITLEY,301 Brazos St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Condominium,J1772,240V,J1772,"301 Brazos St
Austin, Texas 2856
(30.265021012, -97.741889003)",$4.17/month PIE members $2/hr Non-Members,40A
83,PIE AE / PDC LV1 CHRG#8,6310 Wilhelmina Delco Dr,,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Municipal,Municipal Fleet,J1772,240V,J1772,"6310 Wilhelmina Delco Dr
Austin, Texas 3641
(30.3166, -97.6575)",$4.17/month PIE members $2/hr Non-Members,40A
84,PIE AE / PUBPEARSONH LN1,905 W Howard Ln,,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"905 W Howard Ln
Austin, Texas 3642
(30.417642016, -97.66534102)",$4.17/month PIE members $2/hr Non-Members,40A
85,HPE AUSTIN / OFF NETWORK 1,14231 Tandem Blvd,,Austin,Texas,78728,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"14231 Tandem Blvd
Austin, Texas 3244
(30.445355019, -97.690141982)",$4.17/month PIE members $2/hr Non-Members,40A
86,PRESIDIUM / VUE -,7607 Blessing Ave,,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"7607 Blessing Ave
Austin, Texas 3641
(30.333441985, -97.691653994)",$4.17/month PIE members $2/hr Non-Members,40A
87,PIE AE / CONVENTION CTR1,201 E 2nd St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"201 E 2nd St
Austin, Texas 2856
(30.263545001, -97.742439023)",$4.17/month PIE members $2/hr Non-Members,40A
88,PIE AE / PUB UTANTONIO 1,2420 San Antonio St,,Austin,Texas,78705,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,--,J1772,"2420 San Antonio St
Austin, Texas 2860
(30.288792006, -97.742651001)",$4.17/month PIE members $2/hr Non-Members,40A
89,AUSTIN DOT / PDC EV #3,6310 Wilhelmina Delco Drive,,Austin,Texas,78752,2,,All Drivers,Workplace,General,J1772,240V,J1772,"6310 Wilhelmina Delco Drive
Austin, Texas 3641
(30.26759, -97.74299)",,40A
90,SIENNATHOMPSON / #5,501 Brazos St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,--,J1772,"501 Brazos St
Austin, Texas 2856
(30.266868007, -97.741174026)",$4.17/month PIE members $2/hr Non-Members,40A
91,INDEED TOWER / B2 WEST GW1,202 W 6th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"202 W 6th St
Austin, Texas 2856
(30.268700481, -97.744943332)",$4.17/month PIE members $2/hr Non-Members,40A
92,PIE AE / SMART CHARGE 1,2016 Centimeter Cir,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"2016 Centimeter Cir
Austin, Texas 3646
(30.381075, -97.71429804)",$4.17/month PIE members $2/hr Non-Members,40A
93,COA / DOA - CONRAC2,3819 Presidential Blvd,,Austin,Texas,78719,2,,All Drivers,Retail,Car Rental / Car Share,J1772,240V,J1772,"3819 Presidential Blvd
Austin, Texas 2863
(30.197721999, -97.661789021)",,40A
94,TR DOMAIN 10 / ALTERRA 5,11815 Alterra Pkwy,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"11815 Alterra Pkwy
Austin, Texas 3646
(30.403614985, -97.718629976)",$4.17/month PIE members $2/hr Non-Members,40A
95,B AUSTIN / STATION 1,6700 Manchaca Rd,,Austin,Texas,78745,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"6700 Manchaca Rd
Austin, Texas 3259
(30.20629698, -97.807133988)",,40A
96,ZOEY AUSTIN / ZOEY - LEVEL 4,5700 E Riverside Dr,,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"5700 E Riverside Dr
Austin, Texas 3256
(30.228463006, -97.709738034)",$4.17/month PIE members $2/hr Non-Members,40A
97,PIE AE / NWRECCENTER 4,2913 Northland Dr,,Austin,Texas,78757,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parks and Recreation,,J1772,240V,J1772,"2913 Northland Dr
Austin, Texas 3247
(30.333744991, -97.751898001)",$4.17/month PIE members $2/hr Non-Members,40A
98,ENDEAVOR REG / STATION 1,11001 Lakeline Blvd,,Austin,Texas,78717,2,,All Drivers,Workplace,General,J1772,240V,J1772,"11001 Lakeline Blvd
Austin, Texas 2862
(30.480061085, -97.794551746)",,40A
